scenario_id,agent_id,object_type,horizon_s,cv_ade,cv_fde,kf_ade,kf_fde,kf_uncertainty_final
4a013cdb54b260bf,778,pedestrian,1.0,0.08867814558586445,0.2240796189559089,0.09340477356215891,0.1832072384369253,1.8698860209031154
4a013cdb54b260bf,785,pedestrian,1.0,0.12262503993792626,0.26230283525388515,0.16908060479660403,0.3573625088647818,1.8698421359932174
4a013cdb54b260bf,1667,cyclist,1.0,0.5579673117495558,1.1471448273164886,0.6700170553520903,1.2564742226226393,1.8697543616545909
4a6ce418c2519b1,3673,pedestrian,1.0,0.1582382885993067,0.33767498908568044,0.24458461051181515,0.4629467861033318,1.8697543616545909
4f4bbc55ef30c3ea,1467,pedestrian,1.0,0.12868097669076628,0.23022053655678992,0.14147005363207357,0.24436131239915415,1.8698860209031165
4f4bbc55ef30c3ea,1468,pedestrian,1.0,0.02742059974114791,0.08057873442301282,0.10015079401627688,0.12984475564195735,1.8698860209031165
4f4bbc55ef30c3ea,1485,pedestrian,1.0,0.06770430505789674,0.1502137003179081,0.1718321307625747,0.3017323567506688,1.8698860209031154
4f4bbc55ef30c3ea,5316,cyclist,1.0,0.41599460552742684,1.0776136940544714,0.5622201269751412,1.3352679078390368,1.8699299043082627
4f7aa8ac2ff60093,3478,pedestrian,1.0,0.03465723015103912,0.06626252461470342,0.08224055353619039,0.10766285061884262,1.8700615455065852
4f7aa8ac2ff60093,3481,pedestrian,1.0,0.177854435017898,0.3665284651087726,0.20257471035891883,0.38417700736554244,1.8700615455065852
4f7aa8ac2ff60093,3482,pedestrian,1.0,0.02403076737219135,0.039133461936385894,0.060508342805381754,0.08741085398306202,1.8700615455065852
4f7aa8ac2ff60093,3483,pedestrian,1.0,0.0566795317611538,0.11056898504298047,0.12277533530591636,0.24100296022308165,1.8700615455065852
4f7aa8ac2ff60093,3484,pedestrian,1.0,0.07699929198490646,0.18634759973319437,0.09204799954901592,0.18884712999095774,1.8700615455065852
4f7aa8ac2ff60093,3485,pedestrian,1.0,0.052358642792077525,0.07926575774694453,0.14011691299835174,0.22429485506456823,1.8700615455065852
4f7aa8ac2ff60093,3491,pedestrian,1.0,0.12962236846741168,0.22228245611046782,0.041015400376823344,0.06244687543746574,1.8700615455065852
4f7aa8ac2ff60093,3527,pedestrian,1.0,0.1505722638068775,0.2685775561828842,0.2562405641415328,0.42487589239321794,1.8700615455065852
4f7aa8ac2ff60093,3534,pedestrian,1.0,0.24011008970868347,0.49062517630262215,0.2675472358695493,0.5313789325807361,1.8700615455065852
4f7aa8ac2ff60093,3541,pedestrian,1.0,0.16185241489525165,0.3402374611179912,0.11164020770465403,0.20835994600696264,1.8700615455065852
4f7aa8ac2ff60093,3545,pedestrian,1.0,0.13023092365847153,0.19196081624668698,0.13991164158339,0.18748392164722621,1.8700615455065852
4f7aa8ac2ff60093,3548,pedestrian,1.0,0.05140577648906378,0.11250793500773681,0.22109852391176404,0.41344282870904936,1.8700615455065852
4f7aa8ac2ff60093,3557,pedestrian,1.0,0.07478107074019734,0.12720437529545334,0.08316076932012692,0.1292601944305767,1.8700615455065852
4f7aa8ac2ff60093,3560,pedestrian,1.0,0.3128758520022045,0.5891964784001553,0.2867270836408705,0.5278605157448277,1.8700615455065852
4f7aa8ac2ff60093,3569,pedestrian,1.0,0.0737175507109842,0.10597077208200019,0.09639016911704683,0.15712221832090095,1.8700615455065852
4f7aa8ac2ff60093,3570,pedestrian,1.0,0.11433961024189279,0.1799303182971423,0.09829993643442013,0.14112072655706967,1.8700615455065852
4f7aa8ac2ff60093,3573,pedestrian,1.0,0.06356088030853013,0.06274820548225225,0.2168218386562605,0.3089395111706132,1.870017666608858
