scenario_id,agent_id,object_type,predictor,ade,fde,beam_timing_error_s,proactive_gain_s,final_uncertainty
ee5e5fe91cd6c6e7,3039,pedestrian,KF,1.0770107119583876,2.431105524537075,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3042,pedestrian,KF,0.08588132143110604,0.04105494330960381,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3051,pedestrian,CV,0.28006814176083383,0.6894701148494905,,0.0,2.0
ee5e5fe91cd6c6e7,3054,pedestrian,KF,0.11900466994511116,0.16487194428822555,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3059,pedestrian,KF,0.2724920011120157,0.4583697283484421,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3060,pedestrian,KF,0.11797004500797019,0.3596587462683226,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3091,pedestrian,KF,0.7282141415751553,1.3537785575906487,,0.0,8.96872985800573
ee5e5fe91cd6c6e7,3121,pedestrian,CV,0.2552488176402562,0.422140883929318,,0.0,2.0
ee5e5fe91cd6c6e7,3127,pedestrian,KF,0.18448212760477975,0.07205108154974191,,0.0,8.974678120935204
ee5e5fe91cd6c6e7,3134,pedestrian,KF,0.09912571732394936,0.22616458225966876,,0.0,8.978148135129832
ee5e5fe91cd6c6e7,3138,pedestrian,CV,0.5678492057730922,1.335795651778425,,0.0,2.0
ee5e5fe91cd6c6e7,3147,pedestrian,CV,0.3543731330770239,0.8796050281457384,,0.0,2.0
ee5e5fe91cd6c6e7,3161,pedestrian,CV,0.699722606084715,1.2367985533418715,,0.0,2.0
ee5e5fe91cd6c6e7,3190,pedestrian,KF,0.834132009680862,1.6885979371518114,,0.0,9.000954741371752
ee5e5fe91cd6c6e7,3194,pedestrian,CV,0.2411352820411107,0.6187976657950048,,0.0,2.0
ef30c381751c832,3024,pedestrian,CV,0.21846394224385426,0.36537885224652505,,0.0,2.0
ef30c381751c832,3035,pedestrian,CV,0.310183837046344,0.7311335562038077,,0.0,2.0
ef30c381751c832,3046,pedestrian,KF,0.8349485937304619,1.9737048373260049,,0.0,9.01037676685647
f07589a399547917,2267,cyclist,CV,3.610299150736938,11.780142639651416,,0.0,2.0
f21c5ea7c094490b,1101,pedestrian,KF,0.030425590473110907,0.07467466902280394,,0.0,9.01037676685647
f21c5ea7c094490b,1102,pedestrian,KF,0.04826279307694976,0.05472478766018632,,0.0,9.01186455959754
f21c5ea7c094490b,1103,pedestrian,KF,0.09396208463471221,0.10051571808107125,,0.0,9.01037676685647
